"text-gray-900","text-gray-900 2","text-gray-900 3","text-gray-900 4","text-gray-400","text-gray-900 5","font-mono","font-mono 2","font-mono 3","text-gray-900 6","text-gray-400 2"
"12/17/2025","BiCRS - Biochar Carbon Removal (BCR)","Accend AS","Ecologi Action Ltd","—","Ecologi Action Ltd","500","500","0","Delivered",""
"12/16/2025","BiCRS - Biochar Carbon Removal (BCR)","Pyrolysekraftwerk","Not Disclosed","—","First Climate","0.78","0.78","0.78","Retired",""
"12/16/2025","BiCRS - Biochar Carbon Removal (BCR)","Energiewerk Ilg","Not Disclosed","—","First Climate","8.72","8.72","8.72","Retired",""
"12/16/2025","BiCRS - Biochar Carbon Removal (BCR)","Pyrolysekraftwerk","Not Disclosed","—","First Climate","1.01","1.01","1.01","Retired",""
"12/16/2025","BiCRS - Biochar Carbon Removal (BCR)","Oregon Biochar Solutions","Block, Inc.","—","Watershed","52","52","52","Retired",""
"12/16/2025","BiCRS - Biomass Geological Sequestration","Vaulted Deep","Block, Inc.","—","Retired","450","450","450","","—"
"12/16/2025","BiCRS - Biochar Carbon Removal (BCR)","Planboo","Not Disclosed","—","Supercritical","16","16","0","Delivered",""
"12/16/2025","Direct Air Carbon Capture and Sequestration (DACCS)","NeoCarbon","Not Disclosed","—","CEEZER","1","0","0","Contracted",""
"12/16/2025","BiCRS - Biochar Carbon Removal (BCR)","Exomad Green","Not Disclosed","—","Supercritical","822","822","822","Retired",""
"12/16/2025","BiCRS - Biochar Carbon Removal (BCR)","Pyrolysekraftwerk","Not Disclosed","—","First Climate","1.02","1.02","1.02","Retired",""
"12/16/2025","BiCRS - Biochar Carbon Removal (BCR)","Energiewerk Ilg","Not Disclosed","—","First Climate","3.89","3.89","3.89","Retired",""
"12/16/2025","BiCRS - Biochar Carbon Removal (BCR)","Exomad Green","Commons","—","Supercritical","1,132","1,132","1,132","Retired",""
"12/16/2025","BiCRS - Biochar Carbon Removal (BCR)","Exomad Green","Commons","—","Supercritical","1,668","1,668","1,668","Retired",""
"12/16/2025","BiCRS - Biochar Carbon Removal (BCR)","Energiewerk Ilg","Not Disclosed","—","First Climate","2.59","2.59","2.59","Retired",""
"12/16/2025","BiCRS - Biochar Carbon Removal (BCR)","Fasera Holdings Pty Ltd","SAP","—","Delivered","584","584","0","","—"
"12/16/2025","BiCRS - Biochar Carbon Removal (BCR)","Pyrolysekraftwerk","Not Disclosed","—","First Climate","0.26","0.26","0.26","Retired",""
"12/16/2025","BiCRS - Biochar Carbon Removal (BCR)","Exomad Green","Not Disclosed","—","Supercritical","147","147","147","Retired",""
"12/16/2025","BiCRS - Biochar Carbon Removal (BCR)","Pyrolysekraftwerk","Not Disclosed","—","First Climate","0.17","0.17","0.17","Retired",""
"12/16/2025","BiCRS - Biochar Carbon Removal (BCR)","Pyrolysekraftwerk","Not Disclosed","—","First Climate","0.28","0.28","0.28","Retired",""
"12/16/2025","BiCRS - Biochar Carbon Removal (BCR)","Planboo","Not Disclosed","—","Supercritical","122","122","0","Delivered",""
"12/16/2025","BiCRS - Biochar Carbon Removal (BCR)","Pyrolysekraftwerk","Not Disclosed","—","First Climate","0.12","0.12","0.12","Retired",""
"12/16/2025","BiCRS - Biochar Carbon Removal (BCR)","Energiewerk Ilg","Not Disclosed","—","First Climate","3.72","3.72","3.72","Retired",""
"12/16/2025","Enhanced Weathering (EW)","ZeroEx","Not Disclosed","—","CEEZER","1","0","0","Contracted",""
"12/16/2025","BiCRS - Biochar Carbon Removal (BCR)","Oregon Biochar Solutions","Block, Inc.","—","Watershed","168","168","168","Retired",""
"12/16/2025","BiCRS - Biochar Carbon Removal (BCR)","Alcom Carbon Markets","Altitude","—","Contracted","360,000","0","0","","—"
"12/16/2025","BiCRS - Biochar Carbon Removal (BCR)","The Carbon Phoenix","Thanks a Ton","—","Patch","0.01","0","0","Contracted",""
"12/16/2025","BiCRS - Biochar Carbon Removal (BCR)","Oregon Biochar Solutions","Datadog, Inc.","—","Watershed","220","220","220","Retired",""
"12/16/2025","BiCRS - Biochar Carbon Removal (BCR)","Oregon Biochar Solutions","Block, Inc.","—","Watershed","280","280","280","Retired",""
"12/16/2025","BiCRS - Biochar Carbon Removal (BCR)","Fasera Holdings Pty Ltd","SAP","—","Delivered","1,573","1,573","0","","—"
"12/15/2025","BiCRS - Biochar Carbon Removal (BCR)","BC Biocarbon","Toucan","—","Toucan","18","18","0","Delivered",""
"12/15/2025","BiCRS - Biochar Carbon Removal (BCR)","Exomad Green","Not Disclosed","—","Toucan","48","48","0","Delivered",""
"12/15/2025","BiCRS - Biochar Carbon Removal (BCR)","Aperam BioEnergia","Toucan","—","Toucan","21","21","0","Delivered",""
"12/15/2025","BiCRS - Biochar Carbon Removal (BCR)","Aperam BioEnergia","Toucan","—","Toucan","28","28","0","Delivered",""
"12/15/2025","Enhanced Weathering (EW)","Lithos","Leonteq Securities AG","—","Retired","20","20","20","","—"
"12/15/2025","BiCRS - Biochar Carbon Removal (BCR)","Oregon Biochar Solutions","Not Disclosed","—","CO2 Trust","1","1","0","Delivered",""
"12/15/2025","BiCRS - Biochar Carbon Removal (BCR)","BC Biocarbon","Toucan","—","Toucan","5","5","0","Delivered",""
"12/15/2025","BiCRS - Biochar Carbon Removal (BCR)","Miotech","SAP","—","Climeworks Solutions","1","1","0","Delivered",""
"12/15/2025","BiCRS - Biochar Carbon Removal (BCR)","Exomad Green","Not Disclosed","—","Toucan","80","80","0","Delivered",""
"12/15/2025","Enhanced Weathering (EW)","Lithos","Not Disclosed","—","Retired","1","1","1","","—"
"12/15/2025","BiCRS - Biochar Carbon Removal (BCR)","American Biocarbon","Toucan","—","Toucan","83","83","0","Delivered",""
"12/15/2025","BiCRS - Biochar Carbon Removal (BCR)","Oregon Biochar Solutions","Toucan","—","Toucan","104","104","0","Delivered",""
"12/15/2025","Enhanced Weathering (EW)","Lithos","SAP","—","Delivered","975","975","0","","—"
"12/15/2025","BiCRS - Biochar Carbon Removal (BCR)","Aperam BioEnergia","Toucan","—","Toucan","5","5","0","Delivered",""
"12/15/2025","BiCRS - Biomass Geological Sequestration","Vaulted Deep","Shams Hanna","—","Stripe Climate","0","0","","Retired","—"
"12/15/2025","BiCRS - Biochar Carbon Removal (BCR)","Truecoco Ghana","Leonteq Securities AG","—","Retired","240","240","240","","—"
"12/15/2025","BiCRS - Biomass Geological Sequestration","Vaulted Deep","Raritan Valley Community College","—","Stripe Climate","5","5","5","Retired",""
"12/15/2025","BiCRS - Biomass Geological Sequestration","Vaulted Deep","Quang Nguyen","—","Stripe Climate","24.42","24.42","24.42","Retired",""
"12/15/2025","BiCRS - Biochar Carbon Removal (BCR)","Aperam BioEnergia","Toucan","—","Toucan","1","1","0","Delivered",""
"12/15/2025","Direct Air Carbon Capture and Sequestration (DACCS)","Climeworks","Not Disclosed","—","Climeworks Solutions","40","40","0","Delivered",""
"12/15/2025","Mineralization - Ex-situ","O.C.O. Technology","SAP","—","Climeworks Solutions","1,449","1,449","0","Delivered",""
"12/15/2025","BiCRS - Biochar Carbon Removal (BCR)","BC Biocarbon","Toucan","—","Toucan","21","21","0","Delivered",""
"12/15/2025","BiCRS - Biochar Carbon Removal (BCR)","Interholco","LGT","—","CEEZER","400","0","0","Contracted",""
"12/15/2025","Mineralization - Ex-situ","O.C.O. Technology","SAP","—","Climeworks Solutions","11","11","0","Delivered",""
"12/15/2025","Mineralization - Ex-situ","O.C.O. Technology","SAP","—","Climeworks Solutions","2,650","2,650","0","Delivered",""
"12/15/2025","BiCRS - Biochar Carbon Removal (BCR)","American Biocarbon","Not Disclosed","—","CO2 Trust","1","1","0","Delivered",""
"12/15/2025","BiCRS - Biochar Carbon Removal (BCR)","Truecoco Ghana","Not Disclosed","—","Retired","1","1","1","","—"
"12/15/2025","BiCRS - Biochar Carbon Removal (BCR)","Aperam BioEnergia","Toucan","—","Toucan","3","3","0","Delivered",""
"12/15/2025","Enhanced Weathering (EW)","Lithos","Leonteq Securities AG","—","Retired","10","10","10","","—"
"12/15/2025","BiCRS - Biochar Carbon Removal (BCR)","OZEN Sp. z o.o.","Not Disclosed","—","First Climate","5.23","5.23","5.23","Retired",""
"12/15/2025","BiCRS - Biochar Carbon Removal (BCR)","American Biocarbon","Toucan","—","Toucan","23","23","0","Delivered",""
"12/15/2025","Direct Air Carbon Capture and Sequestration (DACCS)","Climeworks","The Economist Group","—","Climeworks Solutions","5","5","0","Delivered",""
"12/15/2025","BiCRS - Biochar Carbon Removal (BCR)","Aperam BioEnergia","Toucan","—","Toucan","2","2","0","Delivered",""
"12/15/2025","BiCRS - Biochar Carbon Removal (BCR)","Miotech","SAP","—","Climeworks Solutions","299","299","0","Delivered",""
"12/15/2025","BiCRS - Biochar Carbon Removal (BCR)","American Biocarbon","Toucan","—","Toucan","17","17","0","Delivered",""
"12/15/2025","BiCRS - Biochar Carbon Removal (BCR)","BC Biocarbon","Not Disclosed","—","CO2 Trust","1","1","0","Delivered",""
"12/15/2025","BiCRS - Biochar Carbon Removal (BCR)","Exomad Green","Not Disclosed","—","Toucan","5","5","0","Delivered",""
"12/13/2025","BiCRS - Biomass Geological Sequestration","Charm Industrial","Thanks a Ton","—","Patch","0.01","0","0","Contracted",""
"12/13/2025","BiCRS - Biochar Carbon Removal (BCR)","The Carbon Phoenix","Thanks a Ton","—","Patch","0.03","0","0","Contracted",""
"12/13/2025","Mineralization - Ex-situ","O.C.O. Technology","Rothschild & Co","—","Patch","800","800","0","Delivered",""
"12/12/2025","BiCRS - Biomass Direct Storage","Graphyte","Terraset","—","Contracted","525","0","0","","—"
"12/12/2025","Direct Air Carbon Capture and Sequestration (DACCS)","Deep Sky","Terraset","—","Contracted","35","0","0","","—"
"12/12/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","Delivered","100","100","0","","—"
"12/12/2025","Direct Air Carbon Capture and Sequestration (DACCS)","Spiritus","Terraset","—","Contracted","30","0","0","","—"
"12/12/2025","BiCRS - Biochar Carbon Removal (BCR)","Oregon Biochar Solutions","Not Disclosed","—","GECA Environnement","2,627","2,627","0","Delivered",""
"12/12/2025","mCDR - Alkalinity Enhancement - Coastal","Planetary","Terraset","—","Contracted","25","0","0","","—"
"12/12/2025","BiCRS - Biochar Carbon Removal (BCR)","GECA Environment","Not Disclosed","—","Delivered","224","224","0","","—"
"12/12/2025","Direct Air Carbon Capture and Sequestration (DACCS)","Capture6","Terraset","—","Contracted","25","0","0","","—"
"12/12/2025","Mineralization - Microbial","Andes","Culture Amp","—","Patch","150","150","0","Delivered",""
"12/12/2025","BiCRS - Biochar Carbon Removal (BCR)","Terraton Industrial Inc.","Terraset","—","Contracted","320","0","0","","—"
"12/12/2025","BiCRS - Biochar Carbon Removal (BCR)","The Carbon Phoenix","Culture Amp","—","Patch","30","0","0","Contracted",""
"12/12/2025","mCDR - Alkalinity Enhancement - Coastal","Planetary","Stripe","—","Delivered","816","816","0","","—"
"12/12/2025","Direct Air Carbon Capture and Sequestration (DACCS)","Octavia Carbon","Terraset","—","Contracted","75","0","0","","—"
"12/12/2025","BiCRS - Biochar Carbon Removal (BCR)","Carboneers","Not Disclosed","—","Retired","60","60","60","","—"
"12/12/2025","BiCRS - Biochar Carbon Removal (BCR)","Bordet","Telia Company AB","—","South Pole","180","180","180","Retired",""
"12/12/2025","BiCRS - Biomass Geological Sequestration","Charm Industrial","Culture Amp","—","Patch","10","0","0","Contracted",""
"12/12/2025","Direct Air Carbon Capture and Sequestration (DACCS)","Climeworks","Terraset","—","Climeworks Solutions","89","0","0","Contracted",""
"12/12/2025","Direct Air Carbon Capture and Sequestration (DACCS)","Heirloom","Terraset","—","Contracted","50","0","0","","—"
"12/12/2025","Direct Air Carbon Capture and Sequestration (DACCS)","TerraFixing","Terraset","—","Contracted","20","0","0","","—"
"12/12/2025","Direct Air Carbon Capture and Sequestration (DACCS)","Climeworks","Terraset","—","Climeworks Solutions","311","0","0","Contracted",""
"12/12/2025","Enhanced Weathering (EW)","Lithos","Not Disclosed","—","Delivered","161","161","0","","—"
"12/12/2025","Direct Air Carbon Capture and Sequestration (DACCS)","Climeworks","Terraset","—","Climeworks Solutions","45","0","0","Contracted",""
"12/12/2025","BiCRS - Biochar Carbon Removal (BCR)","EcoGaia","Altitude","—","Contracted","165,000","0","0","","—"
"12/12/2025","BiCRS - Biomass Geological Sequestration","Sinkco Labs","Terraset","—","Contracted","100","0","0","","—"
"12/11/2025","BiCRS - Biomass Geological Sequestration","Vaulted Deep","Tomorro","—","Stripe Climate","4","4","4","Retired",""
"12/11/2025","BiCRS - Biochar Carbon Removal (BCR)","Pyrocal","Ecologi Action Ltd","—","Ecologi Action Ltd","2","2","0","Delivered",""
"12/11/2025","BiCRS - Biomass Geological Sequestration","Vaulted Deep","Stanford University","—","Stripe Climate","1","1","1","Retired",""
"12/11/2025","BiCRS - Biomass Geological Sequestration","Vaulted Deep","DeliverOne","—","Stripe Climate","0.87","0.87","0.87","Retired",""
"12/11/2025","Direct Air Carbon Capture and Sequestration (DACCS)","Climeworks","Not Disclosed","—","Climeworks Solutions","20","20","20","Retired",""
"12/11/2025","BiCRS - Biochar Carbon Removal (BCR)","Truecoco Ghana","Not Disclosed","—","Delivered","120","120","0","","—"
"12/11/2025","BiCRS - Biomass Geological Sequestration","Vaulted Deep","CaptureNow","—","Stripe Climate","1","1","1","Retired",""
"12/11/2025","BiCRS - Bioenergy with Carbon Capture and Sequestration (BECCS)","C2X","Microsoft","—","Contracted","3,600,000","0","0","","—"
"12/11/2025","Mineralization - Ex-situ","O.C.O. Technology","Not Disclosed","—","Patch","10","10","10","Retired",""
"12/11/2025","BiCRS - Biomass Geological Sequestration","Vaulted Deep","Own Your Beliefs Inc.","—","Stripe Climate","0.48","0.48","0.48","Retired",""
"12/10/2025","BiCRS - Biochar Carbon Removal (BCR)","Pyrolysekraftwerk","Not Disclosed","—","First Climate","0.81","0.81","0.81","Retired",""
"12/10/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","S&P Global","—","Patch","100","100","0","Delivered",""
"12/10/2025","mCDR - Direct Ocean Removal","Ebb Carbon","Google","—","Contracted","3,500","0","0","","—"
"12/10/2025","BiCRS - Biochar Carbon Removal (BCR)","Pyrolysekraftwerk","Not Disclosed","—","First Climate","1.02","1.02","1.02","Retired",""
"12/10/2025","BiCRS - Biochar Carbon Removal (BCR)","Perg","Not Disclosed","—","First Climate","20.4","20.4","20.4","Retired",""
"12/10/2025","BiCRS - Biochar Carbon Removal (BCR)","Perg","Not Disclosed","—","First Climate","1.14","1.14","1.14","Retired",""
"12/10/2025","BiCRS - Biomass Geological Sequestration","Vaulted Deep","S&P Global","—","Patch","100","0","0","Contracted",""
"12/10/2025","BiCRS - Biochar Carbon Removal (BCR)","Accend AS","Howden Group Holdings","—","Accend","250","250","250","Retired",""
"12/9/2025","BiCRS - Biochar Carbon Removal (BCR)","Bordet","UEFA","—","Retired","416","416","416","","—"
"12/9/2025","BiCRS - Biochar Carbon Removal (BCR)","Carboneers","Not Disclosed","—","Senken","30.3","30.3","30.3","Retired",""
"12/9/2025","BiCRS - Biochar Carbon Removal (BCR)","Exomad Green","ORCA","—","Supercritical","969","969","0","Delivered",""
"12/9/2025","BiCRS - Biochar Carbon Removal (BCR)","Carboneers","VodafoneZiggo","—","Klimate","1","1","1","Retired",""
"12/9/2025","mCDR - Marine Biomass Carbon Capture and Sequestration (MBCCS) - Marine","SeaGen","Thanks a Ton","—","Patch","0.05","0","0","Contracted",""
"12/9/2025","BiCRS - Biochar Carbon Removal (BCR)","Carboneers","VodafoneZiggo","—","Klimate","26","26","26","Retired",""
"12/9/2025","BiCRS - Biochar Carbon Removal (BCR)","Carboneers","Not Disclosed","—","Senken","200","200","200","Retired",""
"12/9/2025","BiCRS - Biochar Carbon Removal (BCR)","Carboneers","VodafoneZiggo","—","Klimate","53","53","53","Retired",""
"12/9/2025","BiCRS - Biochar Carbon Removal (BCR)","Carboneers","VodafoneZiggo","—","Klimate","32.76","32.76","32.76","Retired",""
"12/9/2025","BiCRS - Biochar Carbon Removal (BCR)","Miotech","Not Disclosed","—","Delivered","23","23","0","","—"
"12/9/2025","BiCRS - Biochar Carbon Removal (BCR)","The Carbon Phoenix","Thanks a Ton","—","Patch","0.1","0","0","Contracted",""
"12/8/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","CEEZER","114","114","0","Delivered",""
"12/8/2025","Direct Air Carbon Capture and Sequestration (DACCS)","Climeworks","Wenglor Sensoric GmbH","—","Climeworks Solutions","15","15","15","Retired",""
"12/8/2025","Direct Air Carbon Capture and Sequestration (DACCS)","Climeworks","TomKom GmbH","—","Climeworks Solutions","8","8","8","Retired",""
"12/8/2025","BiCRS - Biochar Carbon Removal (BCR)","Exomad Green","Not Disclosed","—","Supercritical","4,674","4,669","0","Partial",""
"12/8/2025","Direct Air Carbon Capture and Sequestration (DACCS)","Climeworks","TomKom GmbH","—","Climeworks Solutions","4","4","4","Retired",""
"12/8/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","CEEZER","159","159","0","Delivered",""
"12/8/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","CEEZER","2,669","2,669","0","Delivered",""
"12/8/2025","Direct Air Carbon Capture and Sequestration (DACCS)","Climeworks","Not Disclosed","—","Climeworks Solutions","19","19","19","Retired",""
"12/8/2025","Direct Air Carbon Capture and Sequestration (DACCS)","Climeworks","Worcester Polytechnic Institute","—","Climeworks Solutions","15","15","15","Retired",""
"12/8/2025","Direct Air Carbon Capture and Sequestration (DACCS)","Climeworks","PwC","—","Climeworks Solutions","12","12","12","Retired",""
"12/8/2025","BiCRS - Biochar Carbon Removal (BCR)","Varaha","Not Disclosed","—","CEEZER","46","46","0","Delivered",""
